date_sent,headline,source_url
2026-08-30,"Rohnert Park charges two men with buying sex from a minor in an ongoing demand-side sting",https://www.pressdemocrat.com/2026/08/28/charges-filed-against-two-people-in-rohnert-park-human-trafficking-case/
2026-08-30,"Modesto task force ends months-long investigation with minors recovered and six arrests",https://www.crimevoice.com/2026/08/18/h-e-a-t-task-force-arrests-six-in-juvenile-human-trafficking-investigation/
2026-08-30,"Thai police capture American fugitive wanted on child sex-trafficking warrants from Alabama",https://www.khaosodenglish.com/news/crimecourtscalamity/2026/08/30/thai-police-arrest-us-man-wanted-on-eight-child-sex-abuse-warrants/
2026-08-30,"Cambodia says it has shut down its online scam compounds; trafficking monitors are skeptical",https://www.aljazeera.com/news/2026/8/28/cambodias-claim-to-have-ended-scam-compounds-met-with-scepticism
2026-08-30,"Georgia indicts an Atlanta-area man over a teenager recovered during June's Global Chain sweep",https://law.georgia.gov/press-releases/2026-08-18/carr-secures-new-indictment-trafficking-16-year-old-following-operation
2026-08-31,"Ghana immigration raid removes 1055 people most children from trafficking-linked begging network",https://theghanareport.com/news/1055-street-beggars-removed-from-accra-kumasi-streets-gis/
2026-08-31,"US Marshals find a second unreported missing teenager while rescuing a trafficked 16-year-old in Arizona",https://www.fox10phoenix.com/news/2-missing-girls-rescued-from-sex-trafficking-ring-tolleson-home-us-marshals-say
2026-08-31,"Argentine officials free four farmworkers held in unsanitary conditions near La Rioja",https://www.argentina.gob.ar/noticias/la-rioja-rescataron-cuatro-ciudadanos-en-el-marco-de-una-causa-por-presunta-trata-de
2026-08-31,"Fulton County task force locates a trafficked teenager reported missing from North Carolina",https://www.wsbtv.com/news/local/child-sex-trafficking-victim-rescued-suspect-arrested/R2KXRHMNFRAVTKSGTICZFIPKXA/
2026-08-31,"Aurora forced-labor ring indicted over migrants held to work off smuggling debts",https://www.fbi.gov/contact-us/field-offices/denver/news/district-of-colorado-indicts-seven-defendants-on-alien-smuggling-forced-labor-charges-as-a-result-of-human-trafficking-scheme
2026-08-31,"Anaheim buyer sting nets ten arrests and identifies a suspected pimp",https://newsantaana.com/10-arrested-in-human-trafficking-crackdown-in-anaheim/
2026-09-01,"Shasta County houseboat sting arrests eight in a commercial-sex operation",https://kymkemp.com/2026/09/01/eight-arrested-in-shasta-lake-human-trafficking-sting/
2026-09-02,"Escaped 12-year-old leads Dominican police to 14 children held at a fake foundation",https://www.infobae.com/republica-dominicana/2026/09/01/la-fuga-de-un-nino-destapo-una-red-de-explotacion-infantil-y-permitio-el-rescate-de-13-menores-en-republica-dominicana/
2026-09-02,"Assam police stop an interstate trafficking ring before two women could be moved to Bihar",https://www.pratidintime.com/latest-assam-news-breaking-news-assam/dhubri/assam-human-trafficking-gauripur-women-rescued-12480785
2026-09-02,"Alabama sex-trafficking sting grows to seven arrests as a last suspect is charged",https://www.waff.com/2026/09/02/seventh-arrest-made-lauderdale-county-child-exploitation-sting/
2026-09-02,"California Assembly panel kills a bill to create a statewide trafficking task force",https://signalscv.com/2026/09/sacramento-kills-valladares-bill-to-protect-human-trafficking-victims/
2026-09-02,"Nigeria's trafficking agency says recruiters are moving from ports to phones",https://allafrica.com/stories/202609020165.html
2026-09-03,"Brooklyn man admits sex trafficking kidnapping six more women lured through escort sites",https://www.justice.gov/opa/pr/trinidadian-foreign-national-pleads-guilty-sex-trafficking-new-york
2026-09-03,"San Diego task force poses as children online arrests 12 men seeking to meet minors for sex",https://hoodline.com/2026/09/san-diego-sting-nets-15-arrests-catches-offender-with-child-abuse-images/
2026-09-03,"Brazil's forced-labor rescues fall nationally but surge in Sao Paulo land-rights group reports",https://apublica.org/2026/09/resgates-de-pessoas-em-condicao-de-escravidao-caem-no-brasil-mas-disparam-em-sp-diz-cpt/
2026-09-04,"Massachusetts man indicted after arranging to pay for sex with a decoy 15-year-old",https://www.justice.gov/usao-ma/pr/marlborough-man-indicted-federal-grand-jury-attempted-sex-trafficking-minor
2026-09-04,"Five arrested in Kentucky after a sex-trafficking case's key witness turns up dead",https://www.wymt.com/2026/09/03/multiple-arrests-made-connection-with-death-key-witness-sex-trafficking-case/
2026-09-04,"Brazilian federal police screen five citizens as possible trafficking victims returning from Laos",https://www.gov.br/pf/pt-br/assuntos/noticias/2026/09/pf-realiza-prisoes-apreensoes-e-acolhe-vitimas-de-possivel-trafico-de-pessoas-no-aeroporto-de-guarulhos-sp
2026-09-05,"Nigerian security unit frees 15 children sold through a fake back-to-school charity",https://www.firstawareness.com.ng/2026/09/nscdc-rescues-15-minors-from-human.html
2026-09-05,"Metro Detroit massage-parlor trafficker sentenced to up to 20 years",https://www.michigan.gov/ag/news/press-releases/2026/09/04/chinese-national-sentenced-for-operating-illicit-massage-parlors-in-metro-detroit
2026-09-05,"Alabama sheriff's office arrests a second man on trafficking charges in a separate case",https://www.waff.com/2026/09/04/lauderdale-county-man-arrested-human-trafficking-child-sex-charges/
2026-09-06,"Nigerian agency recovers more than 180 children sold through fake back-to-school charities",https://naptip.gov.ng/naptip-recovers-over-180-trafficked-children-across-five-states-in-nigeria-in-a-latest-counter-trafficking-operation/
2026-09-06,"Kenyan police pull four young children from a suspected trafficker's rented room",https://www.dailypost-ke.com/2026/09/detectives-arrest-kikuyu-man-suspected.html
2026-09-06,"Federal indictment accuses LA gang members of trafficking 51 people many runaways on the Figueroa Corridor",https://www.justice.gov/usao-cdca/pr/11-charged-federal-indictment-alleging-extensive-sex-trafficking-minors-and-young
2026-09-06,"Second guilty plea in Washington state scheme that recruited 518 Mexican farmworkers under false terms",https://capitalpress.com/2026/09/01/u-s-gets-second-guilty-plea-in-scheme-that-victimized-518-farmworkers/
2026-09-06,"Appeals court upholds $1.4 million verdict against Michigan farm labor contractor for forced labor",https://law.justia.com/cases/federal/appellate-courts/ca6/25-2080/25-2080-2026-08-28.html
2026-09-06,"Alabama sheriff's deputy charged with trafficking and raping his girlfriend under threat of deportation",https://www.trussvilletribune.com/2026/09/01/jefferson-county-deputy-charged-with-rape-human-trafficking-in-blount-county/
2026-09-06,"New York woman charged with running a Pennsylvania massage parlor as a trafficking operation",https://www.fox43.com/article/news/crime/na-wei-arrest-prostitution-human-trafficking-lebanon-detectives-bureau-palmyra/521-41d474a7-bc44-4bf6-973d-e6e863692fe9
2026-09-06,"Brazilian police investigate ring accused of selling an infant across the border into Paraguay",https://sot.inf.br/noticia/59392/pf-deflagra-operacao-em-foz-do-iguacu-para-investigar-trafico-internacional-de-bebe-de-cinco-meses
2026-09-07,"Bihar teenager traced and pulled out of a forced marriage in Rajasthan",https://newskarnataka.com/india/minor-rescued-after-being-sold-as-bride-for-2-lakhs-in-rajasthan/07092026/
2026-09-07,"Eight men from a Missouri county's online-predator sting face federal trafficking charges",https://abc17news.com/news/crime/2026/09/02/several-men-arrested-in-boone-county-child-sex-crime-sting-have-cases-moved-up-to-federal-court/
2026-09-07,"Ohio sheriff charges two men with running a labor-trafficking network near Oberlin",https://hoodline.com/2026/09/lorain-county-raid-nets-two-trafficking-suspects-about-50-others-in-ice-sweep-near-oberlin/
2026-09-07,"Romanian prosecutors add minor-trafficking charges against Andrew Tate",https://www.aljazeera.com/news/2026/9/4/andrew-tate-indicted-in-romania-for-trafficking-minors-money-laundering
2026-09-07,"Arunachal Pradesh child-trafficking probe grows to 38 traced, a fourth arrest made",https://assamtribune.com/north-east/34-children-rescued-as-arunachal-police-make-fourth-arrest-in-trafficking-probe-1616641
2026-09-08,"Nigerian police dismantle a child-trafficking ring spanning three states, recovering 19 people",https://www.vanguardngr.com/2026/09/police-bust-child-trafficking-syndicate-in-oyo-rescue-17-children/
2026-09-08,"Peruvian police free 18 people from a Juliaca ring posing as an escort service",https://losandes.com.pe/desarticulan-banda-de-trata-de-personas-y-rescatan-a-18-personas-en-juliaca/
2026-09-08,"Philippine Supreme Court rules trafficking victims cant sign away their own cases",https://www.manilatimes.net/2026/09/02/news/national/trafficking-cases-endure-despite-victims-withdrawal-court/2416334
2026-09-09,"Operation Meridian recovers 79 missing and endangered children across Ohio",https://www.usmarshals.gov/news/press-release/operation-meridian-concludes-79-reported-missing-children-found
2026-09-09,"Bangladesh's RAB intercepts a group staged for a trafficking voyage to Malaysia",https://www.tbsnews.net/bangladesh/rab-rescues-5-people-gathered-trafficking-malaysia-sea-teknaf-1535581
2026-09-09,"Final defendant in a South Carolina teen sex-trafficking ring sentenced to 25 years",https://www.justice.gov/usao-sc/pr/final-defendant-child-sex-trafficking-ring-sentenced-25-years-federal-prison
2026-09-09,"Decatur County Indiana buyer sting charges four out-of-state men with soliciting a minor",https://www.812noww.com/post/4-jailed-after-human-trafficking-operation-in-greensburg
2026-09-09,"Spanish and Colombian police close a years-long case exploiting Colombians as hospitality workers",https://www.moncloa.com/2026/09/08/policia-nacional-trata-30-detenidos-3427903
2026-09-10,"Brazilian labor task force frees 479 workers including 13 children from slavery-like conditions",https://racismoambiental.net.br/2026/09/09/operacao-resgate-2026-quase-500-trabalhadores-vitimas-de-trabalho-analogo-ao-escravo-sao-resgatados-no-mes-de-agosto/
2026-09-10,"Two Brooklyn residents indicted after FBI recovered a missing teen from a Newark hotel",https://www.brooklynda.org/2026/09/08/brooklyn-man-indicted-for-alleged-sex-trafficking-of-teenager/
2026-09-10,"New Orleans police charge two in a trafficking scheme spanning the city and Mississippi",https://hoodline.com/2026/09/nopd-announces-arrests-in-human-trafficking-probe-involving-multiple-victims/
